budget_allocated,budget_spent,workforce_count,equipment_count,material_cost,completion_percentage,weather_delay_days,safety_incidents,inspection_score,task_completion_rate,daily_progress_rate,resource_availability,workforce_attendance,supply_delay_days,rainfall_mm,project_type,state,duration_days,delayed,budget_overrun_pct,risk_level,actual_completion_days
184462829.98,92037234.84,313,24,88525316.33,50.6,3,0,68.7,0.708,0.8443,0.6172,0.7399,4,9.52,Pipeline,Abia,410,0,4.01,medium,452
149057882.1,82982093.4,284,29,68467725.85,50.81,4,0,78.45,0.4967,0.0,0.7015,0.6911,5,114.4,Pipeline,Lagos,221,0,7.79,medium,259
708989873.73,208152857.63,514,48,199439875.07,21.86,3,1,75.89,0.5342,1.4667,0.5181,0.6186,4,61.69,Dam,Abia,1053,1,23.32,high,1094
1038443788.13,413639068.47,215,15,412988522.22,35.94,0,0,64.15,0.5736,0.9704,0.7925,0.7711,7,5.79,PowerPlant,Kano,983,0,6.73,medium,1005
83785913.55,10109272.28,270,40,34154339.6,12.16,2,0,62.02,0.9689,0.9509,0.6811,0.8112,7,63.87,Bridge,Abia,312,0,4.28,medium,300
417469019.8,383766074.86,390,11,209297419.02,97.42,3,1,69.99,0.48,0.3762,0.4361,0.8722,4,58.44,Road,Abia,937,0,5.64,medium,973
653602228.08,229272129.4,277,14,334956370.79,34.88,5,1,74.82,0.519,1.6855,0.8003,0.8241,6,124.99,Road,FCT,725,0,1.92,low,749
1051269668.13,1011674502.84,39,25,496044409.93,74.91,4,1,80.15,0.5374,1.193,0.4859,0.867,3,35.81,PowerPlant,Oyo,755,1,21.44,high,794
418460520.26,0.0,103,50,209567947.89,0.0,3,1,60.54,0.7373,1.0645,0.8904,0.7867,6,70.97,Railway,Rivers,405,0,9.7,medium,427
115588990.5,44685751.9,119,11,60205039.73,36.58,7,0,95.61,0.9532,1.849,0.5921,0.7774,5,221.47,Building,Enugu,868,0,4.12,medium,890
71157669.87,28558283.71,137,18,28195005.45,37.71,5,0,67.16,0.7022,0.8624,0.8616,0.7659,5,148.76,Building,Edo,880,0,7.5,medium,886
591440754.61,287587412.68,148,4,219769640.41,44.45,3,0,82.68,0.7165,1.0821,1.0,0.7348,3,2.82,Pipeline,Kano,1004,0,0.0,low,1016
771732049.96,426405175.03,161,9,262335850.32,42.58,2,0,94.82,0.4111,1.7532,0.51,0.8251,7,31.97,PowerPlant,Delta,551,1,15.31,high,618
63939366.19,9294870.69,56,25,21902841.16,13.21,1,0,81.95,0.4938,0.1451,0.5732,0.6863,3,12.45,PowerPlant,FCT,977,0,2.26,medium,980
853438792.77,622391884.46,310,11,323890079.95,78.71,3,0,57.79,0.7253,1.9529,0.5775,0.8689,4,20.25,Road,Edo,333,0,2.13,medium,332
131513911.08,139405708.32,131,11,65953321.02,100.0,1,1,80.46,0.328,0.6959,0.6153,0.8465,6,6.24,Building,Kano,361,0,16.56,high,380
261691158.31,112442621.85,189,49,101196738.35,49.97,2,0,90.16,0.5605,1.8231,0.5298,0.8428,5,19.52,Railway,Abia,234,0,0.0,low,269
632638336.01,363267078.27,411,7,273622404.78,51.02,1,1,78.1,0.6436,1.5402,0.6833,0.7292,6,10.73,PowerPlant,Kaduna,121,0,5.87,medium,128
237736965.14,181363767.62,438,47,83118592.42,78.13,2,1,73.45,0.6032,0.1834,0.7467,0.8357,6,41.97,Railway,Rivers,775,0,8.85,medium,780
797672504.84,942253307.81,298,44,400962719.2,100.0,3,0,62.08,0.2738,1.4839,0.5412,0.746,4,93.01,Railway,Lagos,1054,1,26.38,high,1088
806102123.87,506003363.27,583,9,235223428.55,57.91,2,0,80.48,0.7357,0.886,0.4431,0.8299,5,0.57,Dam,Oyo,1045,1,23.21,high,1102
1133204463.19,0.0,279,35,473527520.52,0.0,2,0,86.2,0.4437,1.9827,0.7205,0.8183,3,12.14,Dam,Kaduna,685,0,0.0,low,697
884999784.24,419166840.77,418,12,427387230.74,42.0,4,0,64.13,0.3546,0.8537,0.74,0.6579,4,99.1,Bridge,FCT,997,0,11.56,high,1016
633260813.09,149502375.08,253,52,171961653.8,19.27,3,1,43.77,0.4746,0.5155,0.519,0.7118,5,112.54,Dam,Rivers,1014,1,25.18,high,1052
729328501.09,50159476.39,438,40,377525235.45,7.19,6,0,69.17,0.7642,1.1638,0.7024,0.7428,3,217.97,Dam,Enugu,702,0,9.32,medium,716
341792603.0,193922571.89,357,21,169841460.17,50.06,1,0,86.14,0.9033,2.8883,0.9255,0.9978,6,18.89,Railway,Enugu,328,0,4.34,low,344
315021806.37,164672553.76,382,13,140836769.31,46.99,3,3,72.03,0.7667,2.6231,0.7522,0.758,4,54.83,Road,Enugu,934,0,3.48,medium,934
1044741615.01,999911542.5,291,14,426821071.06,100.0,0,0,88.44,0.2486,0.5295,0.8013,0.8593,6,13.05,Bridge,Kano,232,0,1.84,low,227
511100877.85,300521282.12,475,19,255023044.3,54.51,4,0,93.98,0.4445,1.6521,0.782,0.8925,5,82.77,Dam,Edo,1003,0,0.0,low,1016
570836311.86,320553395.56,135,39,303072176.83,61.02,0,0,62.96,0.7677,1.7887,0.7243,0.8095,3,2.48,Bridge,Delta,505,0,3.27,medium,496
410456661.61,189252454.64,181,16,162391221.18,48.95,3,0,74.37,0.658,2.1295,0.7549,0.7906,3,47.27,Building,Kano,255,0,5.64,medium,288
844517530.27,880744521.73,435,25,376814256.3,100.0,3,0,89.47,1.0,1.8198,0.8977,0.8038,5,46.04,Dam,Lagos,412,0,4.29,medium,445
537575459.81,121095251.78,436,58,195852178.74,24.99,2,0,86.32,0.5801,1.8472,0.6695,0.5496,2,85.3,Dam,Rivers,673,0,4.87,medium,691
1132360955.43,344464234.98,86,8,520476606.44,28.49,2,0,58.55,0.4972,1.6357,0.6439,0.7368,9,6.38,Railway,Enugu,257,0,11.51,high,293
883036415.86,504267850.96,153,46,290787707.56,54.5,2,1,69.45,0.5719,1.8756,0.6796,1.0,4,44.58,PowerPlant,Kaduna,438,0,9.39,medium,434
190391435.04,154555019.24,258,9,72464413.37,76.0,1,2,49.87,0.541,1.1484,0.6318,0.7561,3,6.45,Building,Kano,975,0,10.9,high,962
983865710.48,138079968.58,145,44,352985918.27,14.25,3,2,62.4,0.704,2.3445,0.6227,0.9667,4,75.23,PowerPlant,Abia,698,0,10.39,high,730
908833355.48,370890513.92,598,7,290373460.92,34.89,1,1,77.45,0.6132,3.5943,0.712,0.7055,3,1.47,Dam,Kano,724,0,4.33,medium,740
1273206265.84,917090055.74,197,24,549749194.82,63.51,3,1,73.93,0.6113,1.2197,0.7192,0.7572,5,62.01,Dam,Delta,736,1,13.64,high,781
898406491.3,678687736.33,89,37,243185715.92,66.71,1,2,72.4,0.8235,2.3128,0.6031,0.8095,1,20.15,Road,FCT,203,0,1.59,medium,227
284006100.35,0.0,253,30,126220807.07,0.0,3,0,58.5,0.7178,2.1343,0.6069,0.903,4,20.82,Railway,Kano,462,0,7.06,medium,481
428074864.83,203858052.56,300,41,215648097.9,44.82,2,0,63.81,0.4529,0.1053,0.814,0.5738,6,66.6,PowerPlant,FCT,438,0,5.03,medium,480
538165949.81,14633949.06,531,3,276573249.91,2.23,3,1,80.6,0.6018,1.476,0.8541,0.8087,5,90.8,PowerPlant,Enugu,1000,0,8.05,medium,1012
469962106.93,206633487.91,561,32,127746013.34,36.1,3,0,51.22,0.5004,1.3002,0.7767,0.9292,6,97.81,Dam,Rivers,884,0,8.95,high,874
1067948636.13,1089145163.07,384,30,405270197.32,100.0,1,0,79.34,0.7794,0.7761,0.7475,0.9897,5,7.47,PowerPlant,Enugu,554,0,1.98,low,566
246189598.53,165036207.02,265,7,132091773.86,72.25,1,0,73.21,0.3912,0.3114,0.8129,0.6666,2,12.61,Building,Kano,904,0,0.0,low,916
676040023.33,439332328.93,107,38,318116435.96,54.47,1,0,73.93,0.5077,0.7501,0.6089,0.7831,8,44.83,Road,Enugu,567,1,20.72,high,635
892593973.63,526651749.38,344,36,455710621.18,58.1,2,0,70.31,0.6993,1.243,0.8505,0.7886,2,39.7,Pipeline,Lagos,365,0,0.0,low,376
261314355.59,31403152.7,418,21,83968967.07,11.81,2,1,84.76,0.8599,1.0148,0.7237,0.7781,3,53.17,Bridge,Abia,357,0,5.17,medium,348
329140094.19,88920165.24,19,30,169632375.84,21.33,1,1,50.5,0.8363,0.0,0.6471,0.8536,6,20.09,Building,FCT,808,0,18.63,high,831
973414347.67,321901789.61,465,37,335389882.23,32.65,3,1,92.37,0.7779,2.2568,0.963,0.8557,6,101.91,PowerPlant,Lagos,273,0,8.24,medium,265
796790039.81,207520591.74,237,10,242152097.96,25.67,10,0,88.2,0.5702,0.4627,0.7804,0.8615,3,283.2,Bridge,Rivers,1003,0,13.86,high,1003
463891009.0,496427911.28,59,38,172789641.36,100.0,4,1,74.27,0.528,1.4527,0.8061,0.8772,7,173.04,Bridge,Enugu,996,0,7.01,medium,983
452028740.92,59110146.71,155,29,227864635.76,11.54,1,0,69.77,0.6082,1.1752,0.6281,0.6789,6,4.68,Building,Kaduna,224,0,10.04,medium,249
586779780.44,352591043.63,556,15,280888171.41,52.8,1,0,70.94,0.5866,1.155,0.9401,0.7429,5,5.64,PowerPlant,Abia,91,0,0.0,low,111
610863433.88,417141101.63,334,57,333558511.62,53.92,3,1,41.39,0.4805,1.5009,0.8663,0.8312,5,76.95,Dam,Enugu,678,0,15.87,high,666
978772128.68,757906907.7,400,46,400109776.3,66.38,2,0,63.09,0.372,1.9666,0.6414,0.8983,6,26.12,Dam,Oyo,660,0,2.64,medium,680
552857916.14,50236112.49,70,13,160653749.26,9.94,1,1,80.71,0.6865,1.6418,0.6617,0.7458,3,21.31,Building,Kaduna,644,0,1.71,medium,651
74551524.85,41802318.52,315,37,30974234.01,56.9,4,1,52.6,0.839,1.1107,0.7744,0.8236,4,52.7,Bridge,Kaduna,951,0,9.77,medium,980
469633475.12,201253243.13,177,13,209491783.88,45.56,4,0,66.91,0.7104,1.2784,0.6648,0.9944,3,77.73,Railway,Edo,968,0,0.0,low,958
256691853.35,86709511.37,352,7,125600569.46,31.39,0,0,63.54,0.516,0.8463,0.8237,0.7109,3,8.24,Road,FCT,1091,0,7.32,medium,1118
697179344.42,363390488.64,24,43,300430743.63,55.61,2,0,82.55,0.6819,2.1711,0.4898,0.7503,1,12.33,PowerPlant,Lagos,172,0,1.21,medium,171
20135930.86,22542966.07,44,19,7313177.26,85.49,5,0,68.01,0.3071,2.5852,0.6227,0.8758,5,172.14,Building,Enugu,935,1,20.93,high,979
52700061.4,35078011.24,80,18,24522295.65,56.15,1,0,75.54,0.71,0.6916,0.5994,0.6798,6,29.14,Pipeline,Delta,665,0,8.72,medium,672
483970350.44,209542827.16,377,11,238136990.82,37.68,1,1,100.0,0.4012,2.0707,0.5514,0.9404,3,8.21,PowerPlant,Enugu,911,1,21.48,high,958
543865549.11,384724173.95,75,14,250784147.85,62.55,1,3,68.38,0.4547,0.8221,0.7004,0.8069,3,23.41,Building,Kaduna,694,1,29.06,high,752
1036054502.84,415531646.68,540,27,552361462.52,41.18,1,0,54.72,0.9428,1.6829,0.7739,0.7959,7,29.11,PowerPlant,Oyo,170,0,9.51,medium,186
559569007.9,530667916.78,101,20,223274753.74,99.21,8,0,97.36,0.5158,0.2729,0.9035,0.8008,8,219.61,Road,Lagos,734,0,4.04,low,764
337565661.43,272322867.76,249,9,178551740.17,78.39,1,0,90.94,0.5737,1.2925,0.6978,0.6547,2,13.27,Road,Delta,569,0,7.82,medium,574
467757937.37,237333187.72,298,12,236602453.06,41.65,1,4,85.3,0.6135,0.0,0.6601,0.6679,1,39.78,Building,Kaduna,305,0,7.96,high,346
458920841.82,407531486.74,290,8,222547786.59,73.82,1,1,66.83,0.7117,1.0936,0.6554,0.7724,1,0.46,Pipeline,FCT,311,0,9.23,medium,316
218232211.65,192838495.16,212,38,93746828.75,80.45,0,2,86.0,0.5263,1.3119,0.8494,0.7258,2,1.0,Pipeline,Kano,1063,0,3.08,medium,1049
813279316.44,528144697.94,66,3,281413925.5,61.25,2,0,59.8,0.3677,1.9798,0.9161,0.7894,7,58.08,Bridge,Kaduna,700,0,3.83,medium,707
147278050.02,70732145.89,140,16,61571152.33,47.14,4,0,50.87,0.878,1.8837,0.5341,0.8961,6,164.0,Building,Lagos,667,0,13.92,high,680
565356461.56,165207463.38,219,17,163033730.56,28.06,1,0,100.0,0.6229,1.738,0.7126,0.8941,2,20.1,PowerPlant,FCT,141,0,11.5,medium,160
268125407.44,154874123.49,96,49,69931849.32,53.83,2,0,73.74,0.3871,1.4182,0.6673,0.8256,5,26.76,Railway,Abia,762,0,0.0,low,781
742367256.02,372892858.59,99,19,248590255.27,57.8,1,0,67.11,0.6469,1.4924,0.8169,0.7596,1,13.11,Bridge,Kano,134,0,0.0,low,164
703067735.51,325489029.67,178,7,204383879.12,43.93,1,2,59.94,0.5559,0.2127,0.8703,0.7646,4,35.78,Bridge,Kano,419,0,4.96,medium,428
90376421.37,32398382.47,211,16,38584390.74,30.73,1,0,67.81,0.5108,0.7695,0.5655,0.8525,8,42.02,Railway,Lagos,858,0,7.06,medium,893
768205320.22,631610828.57,208,20,340019861.91,70.34,3,0,81.51,0.623,0.8086,0.5192,0.8834,3,6.77,Road,Oyo,1090,1,7.42,high,1162
730034181.96,385370175.69,104,10,283168386.48,48.98,1,1,100.0,0.2868,0.7627,0.664,0.8121,1,20.57,PowerPlant,Lagos,494,0,5.5,medium,507
132070451.67,141738828.52,254,8,41899951.23,100.0,2,0,64.45,0.4841,0.8577,0.7826,0.9713,4,5.89,Road,Kaduna,984,0,7.32,medium,1015
93076933.27,33591736.05,494,56,27025771.71,33.49,2,0,62.6,0.7195,1.3314,0.4631,0.8416,4,58.35,Dam,Enugu,1074,1,17.13,high,1105
433181380.0,175472176.97,202,33,116551750.23,36.32,1,0,52.96,0.835,2.1771,0.8665,0.7311,5,8.94,Road,FCT,152,0,10.34,medium,158
325860744.02,96150490.2,127,26,161687373.11,24.67,8,0,68.72,0.7845,2.9819,0.7968,0.7708,5,233.03,PowerPlant,Lagos,1030,0,11.84,high,1037
500646117.68,431428947.4,81,41,186548040.37,73.88,2,1,77.55,0.8173,2.2766,0.6052,0.9649,7,92.85,Pipeline,FCT,94,0,1.78,medium,125
320464425.58,204758936.61,341,46,129252870.03,68.62,1,0,77.3,0.4573,1.1467,0.8502,0.8016,7,39.31,Railway,Edo,972,0,6.24,medium,976
457805677.9,187189570.8,68,4,158484949.51,38.49,6,0,76.2,0.8206,0.8153,0.8565,0.7747,5,36.59,Building,FCT,971,0,0.57,low,1002
240008102.35,196368184.74,211,5,91169996.45,71.84,2,0,85.01,0.728,1.6872,0.6024,0.8747,4,55.49,Road,Rivers,127,1,17.86,high,157
421144032.5,72799146.88,113,26,133138934.87,15.33,1,1,66.02,0.4903,1.0671,0.9385,0.6732,3,17.05,Road,Kaduna,459,0,0.0,low,447
435366034.4,183100616.52,296,40,205436416.31,37.57,2,2,78.9,0.649,0.9878,0.6763,0.6754,3,67.28,Bridge,Delta,608,1,15.9,high,653
400732729.86,93022832.24,216,7,172101904.81,23.93,7,1,100.0,0.4942,0.5683,0.7814,0.7999,6,232.78,Pipeline,Lagos,120,0,4.87,medium,111
832220704.46,649476556.31,40,6,418504934.2,64.35,2,2,83.88,0.372,1.0464,0.5046,0.8724,4,31.8,PowerPlant,Lagos,609,0,11.45,high,611
60630222.9,62450658.96,331,24,17926203.65,100.0,2,1,65.78,0.5093,0.6684,0.7343,0.7288,5,50.1,Road,Edo,294,0,3.0,medium,300
1133515306.56,741948218.86,548,22,284761950.59,60.8,4,0,61.24,0.6043,1.7954,0.5372,0.8399,8,45.86,PowerPlant,FCT,1065,1,20.47,high,1139
562453161.83,83563487.65,155,10,281571371.62,10.91,4,0,79.1,0.7098,2.0878,0.3904,0.8886,4,133.42,Bridge,Abia,1065,1,21.72,high,1121
777403727.71,314891035.35,260,45,264365468.79,42.94,2,1,63.21,0.34,2.7186,0.5797,0.8285,11,14.37,Railway,Edo,995,0,4.85,medium,1032
279308010.28,286745662.16,220,28,73339043.25,84.71,4,0,62.08,0.8003,1.3579,0.8876,0.7941,5,45.76,Railway,Kaduna,631,0,5.65,medium,655
189946586.39,86318435.01,262,16,82963417.3,41.4,2,0,78.35,0.7327,1.319,0.6403,0.7979,4,14.05,Road,FCT,989,0,14.42,high,1001
103580925.01,59682896.0,23,15,42611276.13,62.9,1,0,85.68,0.666,0.7198,0.8612,0.9482,1,9.59,Dam,Kaduna,1012,0,0.0,low,1050
114463297.92,87595532.38,346,7,59434822.34,70.16,1,2,74.64,0.6002,1.9747,0.7278,1.0,3,32.02,Pipeline,Kaduna,268,0,4.98,medium,311
37143164.78,16571047.97,20,42,12563566.35,45.8,0,0,78.03,0.5459,2.0218,0.8277,0.7553,5,5.99,Railway,Enugu,1082,0,2.39,low,1091
633768153.53,370631874.09,208,4,238466921.97,62.45,3,0,74.64,0.623,1.5745,0.6248,0.8867,4,71.61,Building,FCT,534,0,0.0,low,531
162753257.45,118238530.1,314,24,80998057.54,74.09,1,0,73.67,0.6087,1.1364,0.4954,0.8328,4,11.34,Pipeline,Abia,426,1,12.91,high,491
256491070.97,199425342.08,331,10,98253502.12,78.69,1,1,73.07,0.7565,1.1859,0.8511,0.8014,5,19.6,Bridge,Abia,400,0,4.63,medium,420
185033959.95,36716124.59,267,14,78559881.54,16.93,2,1,88.5,0.4891,1.5881,0.8008,0.7348,3,82.62,Road,Enugu,838,0,7.38,medium,847
129179222.48,61594907.43,441,21,35995979.73,44.66,9,0,75.97,0.6498,0.4832,0.6718,0.8344,6,249.28,Dam,Oyo,625,0,12.65,high,645
240902312.27,184745633.72,246,16,71127088.26,64.21,2,0,69.24,0.4675,0.1563,0.7813,0.6578,5,3.73,Bridge,Delta,187,1,14.91,high,254
906776159.23,461574748.82,414,41,425373958.67,42.37,5,1,45.67,0.4391,1.2342,0.8861,0.8597,7,178.79,PowerPlant,Delta,544,1,22.54,high,596
894865560.8,489457574.77,245,48,445888142.21,48.05,4,1,80.42,0.5968,2.0044,0.6378,0.8161,3,135.28,PowerPlant,Kaduna,636,0,12.73,high,657
474499932.75,151760418.62,75,20,150068815.24,35.55,1,0,74.45,0.5761,2.5929,0.9812,0.5712,4,11.52,Dam,Kaduna,239,0,2.64,low,242
188589465.56,100866941.65,448,31,88873966.1,55.16,7,0,56.36,0.6865,2.066,0.7344,0.9119,5,253.37,Railway,Delta,636,0,14.07,high,655
548397352.58,388285741.91,47,16,255591042.38,60.62,0,0,78.57,0.4799,2.6661,0.5698,0.6213,4,4.14,Pipeline,Kaduna,328,1,22.11,high,395
605212904.24,241600181.74,253,13,192031303.57,37.52,2,0,60.08,0.5731,0.1486,0.6178,0.679,11,7.17,Bridge,Delta,941,1,17.86,high,965
321187542.36,0.0,47,25,99717659.46,0.0,2,0,57.26,0.6465,2.3687,0.633,0.7937,4,32.7,Building,Abia,447,0,5.56,medium,481
723501548.18,231755331.92,150,8,251916268.64,28.04,3,1,69.49,0.7105,1.9367,0.6921,0.7082,4,106.31,Bridge,Lagos,955,0,0.0,medium,986
746418069.09,296142423.15,556,40,214046508.4,32.3,0,2,80.12,0.5823,1.4452,0.5979,0.7137,2,14.99,PowerPlant,Rivers,496,1,16.82,high,538
251081668.78,159144256.83,150,2,121057935.3,52.16,4,0,62.52,0.5245,1.5091,0.7047,0.8195,4,143.49,Pipeline,FCT,119,0,6.46,medium,137
891866275.99,444130736.05,555,20,401571105.61,41.92,2,1,97.19,0.8053,0.5031,0.5941,0.728,2,37.85,Dam,Edo,743,0,14.62,high,765
303160509.65,375597797.0,140,28,135334039.12,88.29,8,0,75.23,0.1747,0.6281,0.7613,0.5502,6,67.49,Railway,Delta,773,1,29.68,high,804
677664560.01,462430083.07,127,12,231850109.52,72.83,2,0,81.04,0.7531,1.7516,0.9392,0.6994,4,42.08,Railway,Enugu,850,0,7.12,medium,867
492059475.55,435045346.37,452,50,149354546.86,70.34,2,0,76.9,0.7011,1.9334,0.6882,0.8584,5,32.91,Railway,Oyo,585,0,13.29,medium,605
490481805.37,215281495.48,585,41,235449688.8,37.69,0,0,81.32,0.6481,2.6069,0.4819,0.6652,1,4.12,Dam,Oyo,991,0,4.63,medium,1012
709863777.79,315809768.13,170,46,241680537.3,41.63,2,1,53.81,0.7621,0.9012,0.6296,0.845,4,10.54,Dam,FCT,151,0,8.63,high,183
768602252.71,0.0,26,19,331007983.36,0.0,1,0,90.65,0.7564,1.1373,0.8625,0.6538,2,0.68,Pipeline,Rivers,1000,0,0.2,low,1024
962314204.26,777749131.16,393,23,486172651.39,76.53,0,0,98.92,0.89,0.9157,0.8036,0.702,2,5.07,PowerPlant,Kaduna,326,0,0.0,low,338
1185301257.87,383784741.71,81,53,540140393.02,28.24,2,3,48.77,0.5388,1.8676,0.6765,0.8373,5,38.8,PowerPlant,Edo,157,0,8.97,high,198
595826994.46,468412018.63,49,27,249770846.16,68.62,2,1,81.96,0.8786,2.0167,0.7526,0.7034,3,1.82,PowerPlant,Kano,850,0,7.41,medium,863
137361679.97,20772438.79,174,2,68747479.26,14.07,3,1,89.99,0.4046,1.421,0.8272,0.6893,4,106.03,Road,Enugu,601,0,5.24,medium,598
129578554.87,52639629.22,384,26,42979172.3,40.66,2,0,64.87,0.35,1.7481,0.8627,0.6121,4,25.03,Pipeline,Kano,328,0,6.23,medium,335
639322977.39,421693586.67,242,13,308448239.28,63.26,2,1,76.57,0.691,1.7549,0.9513,1.0,8,17.28,Building,Lagos,90,0,6.88,medium,87
662559508.46,371805780.29,96,25,169609313.6,41.32,1,0,61.09,0.4948,1.5514,0.693,0.6757,3,9.34,Bridge,Delta,396,1,21.51,high,450
424436843.59,358745548.98,285,35,162526648.09,58.02,6,0,89.48,0.8295,0.2394,0.6103,0.6141,4,207.8,Pipeline,Delta,755,1,33.54,high,781
542499610.52,249584784.73,165,18,152550687.92,41.17,7,0,67.64,1.0,0.8591,0.7866,0.7596,8,135.17,Road,Enugu,340,0,8.42,medium,378
87424706.36,36979529.84,323,11,29841535.16,43.5,3,1,81.14,0.7662,0.7105,0.4501,0.9266,4,0.91,Pipeline,Edo,203,0,13.61,high,202
482956752.42,131119403.39,280,20,173262871.21,24.28,4,0,75.57,0.8539,0.8314,0.7355,0.9126,4,133.59,Pipeline,Kaduna,187,0,3.06,medium,188
352702562.43,113549768.49,275,2,162078746.7,22.34,2,0,68.3,0.7717,2.1008,0.2829,0.8849,4,79.5,Building,Rivers,236,1,28.06,high,297
970264452.12,309083997.86,104,10,460165366.19,25.66,3,1,60.36,0.579,1.6498,0.6871,0.7526,3,41.89,Bridge,Enugu,493,0,10.52,medium,534
334437291.06,151929359.31,388,38,152607766.29,41.32,4,0,73.16,0.5359,1.0158,0.7966,0.7082,10,36.19,Railway,FCT,960,0,4.39,medium,954
53358065.34,37820424.5,26,4,22914201.86,61.51,1,0,78.71,0.2479,0.5323,0.7298,0.7835,3,30.83,Pipeline,Edo,1074,0,7.99,medium,1117
959950076.08,452770119.96,234,53,474333546.4,45.25,1,3,79.3,0.6531,2.3026,0.7446,0.8379,7,2.37,PowerPlant,Abia,930,0,9.61,medium,930
145620603.55,76177730.64,358,16,45062573.87,56.43,3,0,83.96,0.6035,1.274,0.644,0.5768,5,38.01,Pipeline,Edo,680,0,3.48,medium,699
930279720.76,220695585.11,276,20,399946465.57,24.84,3,0,91.54,0.7264,1.7519,0.759,0.7964,4,35.21,Bridge,Enugu,809,0,4.85,medium,809
383833621.05,255160284.68,86,37,159907860.5,57.19,2,0,81.61,0.3142,0.0435,0.6484,0.8042,2,38.87,Road,Rivers,602,1,18.01,high,639
22745735.32,7868918.92,168,10,9411800.08,37.56,3,0,81.44,0.9307,2.7522,0.5821,0.7864,7,81.5,Pipeline,Rivers,446,0,3.59,medium,460
449555483.91,504263992.22,173,25,238333269.44,100.0,2,3,62.13,0.5174,1.0873,0.6298,0.925,4,80.72,Road,Enugu,182,0,12.17,high,212
142701714.23,74977140.69,16,3,43893371.93,53.23,5,0,73.17,0.7147,1.9291,0.4351,0.7069,2,99.78,Building,Enugu,916,0,8.16,medium,958
469327316.89,377974926.16,509,26,172242040.22,59.04,2,0,87.11,0.4784,1.586,0.5639,0.6382,2,63.75,Dam,Rivers,150,1,21.51,high,193
830942565.01,218611381.33,372,39,224967708.69,22.17,3,0,68.82,0.8233,1.7522,0.8545,0.7175,3,38.48,Pipeline,Edo,738,0,8.49,medium,754
336855149.36,233407989.1,438,7,100314132.21,70.06,3,2,60.88,0.4931,1.5996,0.7491,0.6889,6,72.08,Dam,Enugu,472,0,7.74,high,476
711436480.92,321440508.88,321,35,372640329.58,41.3,8,0,69.88,0.4988,1.6502,0.7659,0.8531,6,300.0,Pipeline,Delta,810,1,15.46,high,853
663889129.8,614911333.96,327,22,265420588.39,89.75,1,1,70.13,0.6632,0.6857,0.62,0.7071,4,40.23,Road,Abia,645,0,13.94,high,668
625375190.35,410144527.06,64,39,289741432.67,51.27,2,0,54.89,0.6088,1.4637,0.6153,0.6678,4,30.9,Railway,Enugu,819,1,18.02,high,843
36356590.23,30182896.2,335,37,19825345.71,68.49,0,1,62.95,0.2698,0.6753,0.6068,0.8202,3,7.35,Road,Kano,201,0,7.77,medium,232
473433970.3,190071193.22,95,5,120656167.14,41.85,1,0,82.84,0.4558,1.5461,1.0,0.8126,4,20.64,PowerPlant,Lagos,268,0,7.53,medium,309
269126571.83,0.0,174,4,128793951.68,0.0,1,0,68.68,0.5252,1.0903,0.7215,0.7918,2,9.38,Building,Enugu,1007,0,5.18,medium,1047
178760391.56,169133599.22,246,5,44934474.97,92.09,3,1,73.5,0.4153,2.8876,0.6544,0.7322,5,80.64,Building,Enugu,702,1,15.97,high,746
925300815.05,306114253.36,467,4,391519649.72,24.66,3,0,66.3,0.7567,1.8205,0.2883,0.9225,4,58.12,Bridge,Lagos,117,1,31.93,high,163
405215153.19,393240767.2,94,20,116118567.89,100.0,6,0,74.52,0.6008,0.5741,0.9102,0.7939,6,213.81,Road,Edo,125,0,0.0,low,169
627640075.13,272142735.19,298,14,335426809.64,34.68,2,0,67.23,0.3715,0.6316,0.6743,0.8313,2,57.95,Road,Kano,506,0,11.5,high,519
79734586.04,37462577.75,426,42,37698615.65,38.19,7,2,64.66,0.5812,2.0251,0.6347,0.756,6,281.36,Railway,Delta,928,1,32.58,high,985
458604543.59,314309941.01,92,9,194480730.23,46.69,2,0,68.68,0.5535,0.0561,0.5184,0.6996,6,63.12,Railway,Abia,1021,1,30.34,high,1038
207200421.22,222109250.36,85,3,74631804.84,81.68,0,1,74.49,0.8808,1.5022,0.8312,0.845,4,11.67,Pipeline,Kano,887,0,14.35,medium,888
253088423.98,138657588.19,464,47,125112476.75,50.49,2,1,47.03,0.678,3.141,0.8992,0.6868,4,46.07,Railway,Oyo,307,0,6.68,medium,317
685750089.96,437958957.34,124,52,212255040.7,58.12,1,0,57.58,0.7291,1.2088,0.6686,0.6953,2,14.53,Dam,Edo,107,0,13.72,high,98
77594389.98,40926841.84,77,15,36939130.25,41.82,3,1,88.36,0.4103,0.9953,0.6818,0.8276,7,28.35,Road,Kaduna,1045,1,15.39,high,1085
167541555.28,76687193.09,34,29,76394459.21,44.46,4,1,84.82,0.4084,1.7233,0.7691,0.7591,3,114.11,Pipeline,Delta,1080,0,4.52,medium,1078
622704004.24,157201900.94,246,26,231617373.37,23.67,2,0,84.19,0.6279,2.4372,0.8736,0.8319,5,43.23,Bridge,Kaduna,1051,0,5.54,medium,1068
42092473.62,15596541.98,99,39,13859261.0,39.36,1,0,65.08,0.6982,1.3346,0.9149,0.8265,3,27.78,Road,FCT,274,0,0.0,low,297
